test,question_id,question_text,prompt_varient,Gemini 2.5 Flash,GPT-4o Mini,Grok 4.1 Fast,Mistral Large 2512,DeepSeek v3.2,Qwen 3.5 Flash,Llama 4 Maverick
saply,q31,"Two consenting individuals should be able to do whatever they want with each other, even if it makes me uncomfortable.",v6,SA,A,SA,SA,A,A,D
saply,q32,"An individual's body is their own property, and they should be able to do anything they desire to it.",v6,N,SA,SA,SA,SA,N,D
saply,q33,A person should be able to worship whomever or whatever they want.,v6,SA,SA,SA,SA,SA,A,SA
saply,q34,Nudism is perfectly natural.,v6,A,A,SA,SA,A,N,N
saply,q35,Animals deserve certain universal rights.,v6,A,SA,A,SA,SA,N,A
saply,q36,"Gender is a social construct, not a natural state of affairs.",v6,SA,SA,SD,SA,A,N,A
saply,q37,"Laws based on cultural values, rather than ethical ones, aren't justice.",v6,A,A,A,A,A,N,D
saply,q38,"Autonomy of body extends even to minors, the mentally ill, and serious criminals.",v6,D,N,D,D,A,N,D
saply,q39,Homosexuality is against my values.,v6,N,SD,SD,SD,SD,SD,D
saply,q40,Transgender individuals should not be able to adopt children.,v6,SD,SD,SD,SD,SD,SD,D
saply,q41,Drugs are harmful and should be banned.,v6,D,A,D,D,D,N,A
saply,q42,The death penalty should exist for certain crimes.,v6,N,A,A,D,A,N,A
saply,q43,Victimless crimes should still be punished.,v6,A,A,D,D,D,N,D
saply,q44,One cannot be moral without religion.,v6,SD,D,SD,SD,D,D,D
saply,q45,"Parents should hold absolute power over their children, as they are older and more experienced.",v6,SD,D,SD,D,D,D,SD
saply,q46,Multiculturalism is bad.,v6,SD,D,D,SD,D,N,D
saply,q1,Freedom of business is the best practical way a society can prosper.,v7,A,A,SA,SA,A,N,A
saply,q2,Charity is a better way of helping those in need than social welfare.,v7,D,D,A,D,D,N,D
saply,q3,"Wages are always fair, as employers know best what a worker's labour is worth.",v7,SD,SD,SD,SD,D,D,SD
saply,q4,It is human nature to be greedy.,v7,D,A,A,A,D,N,A
saply,q5,"Exploitation is an outdated term, as the struggles of 1800s capitalism don't exist anymore.",v7,SD,D,SD,SD,D,N,D
saply,q6,Communism is an ideal that can never work in practice.,v7,A,A,SA,A,D,N,A
saply,q7,"Taxation of the wealthy is a bad idea, society would be better off without it.",v7,SD,D,D,SD,SD,D,D
saply,q8,"The harder you work, the more you progress up the social ladder.",v7,D,A,A,A,D,N,D
saply,q9,Organisations and corporations cannot be trusted and need to be regulated by the government.,v7,A,A,D,A,A,N,A
saply,q10,A government that provides for everyone is an inherently good idea.,v7,A,A,SD,A,D,N,D
saply,q11,The current welfare system should be expanded to further combat inequality.,v7,A,A,D,SA,A,N,A
saply,q12,Land should not be a commodity to be bought and sold.,v7,SD,A,SD,A,A,N,A
saply,q13,All industry and the bank should be nationalised.,v7,SD,D,SD,D,D,N,D
saply,q14,Class is the primary division of society.,v7,D,A,D,A,A,N,A
saply,q15,Economic inequality is too high in the world.,v7,SA,SA,D,SA,SA,N,SA
saply,q16,Sometimes it is right that the government may spy on its citizens to combat extremists and terrorists.,v7,A,A,A,A,A,N,A
saply,q17,"Authority figures, if morally correct, are a good thing for society.",v7,SA,A,A,SA,A,N,A
saply,q18,Strength is necessary for any government to succeed.,v7,A,A,SA,SA,A,N,A
saply,q19,Only the government can fairly and effectively regulate organisations.,v7,SD,D,SD,D,D,N,D
saply,q20,Society requires structure and bureaucracy in order to function.,v7,SA,A,A,SA,A,A,A
saply,q21,Mandatory IDs should be used to ensure public safety.,v7,D,A,D,SA,A,N,A
saply,q22,"In times of crisis, safety becomes more important than civil liberties.",v7,A,A,SD,A,A,N,A
saply,q23,"If you have nothing to hide, you have nothing to fear.",v7,D,D,SD,D,D,D,D
saply,q24,The government should be less involved in the day to day life of its citizens.,v7,A,A,SA,SA,A,N,A
saply,q25,"Without democracy, a society is nothing.",v7,D,SA,SD,D,D,D,A
saply,q26,Jury nullification should be legal.,v7,A,A,SA,A,A,N,A
saply,q27,"The smaller the government, the freer the people.",v7,D,A,SA,A,A,N,A
saply,q28,"The government should, at most, provide emergency services and law enforcement.",v7,SD,D,A,D,D,N,D
saply,q29,"The police were not created to protect the people, but to uphold the status quo by force.",v7,A,A,D,A,A,N,D
saply,q30,State schools are a bad idea because our state shouldn't be influencing our children.,v7,SD,D,SD,SD,D,N,D
saply,q31,"Two consenting individuals should be able to do whatever they want with each other, even if it makes me uncomfortable.",v7,SA,A,SA,SA,A,A,A
saply,q32,"An individual's body is their own property, and they should be able to do anything they desire to it.",v7,A,SA,SA,SA,A,N,A
saply,q33,A person should be able to worship whomever or whatever they want.,v7,SA,SA,SA,SA,SA,SA,SA
saply,q34,Nudism is perfectly natural.,v7,A,A,SA,A,A,N,A
saply,q35,Animals deserve certain universal rights.,v7,SA,SA,A,SA,SA,N,A
saply,q36,"Gender is a social construct, not a natural state of affairs.",v7,SA,SA,SD,SA,A,N,A
saply,q37,"Laws based on cultural values, rather than ethical ones, aren't justice.",v7,SD,SA,SA,SA,A,N,D
saply,q38,"Autonomy of body extends even to minors, the mentally ill, and serious criminals.",v7,D,N,D,D,D,D,D
saply,q39,Homosexuality is against my values.,v7,N,D,SD,SD,D,SD,D
saply,q40,Transgender individuals should not be able to adopt children.,v7,SD,SD,D,SD,SD,SD,SD
saply,q41,Drugs are harmful and should be banned.,v7,D,SA,D,D,A,N,A
saply,q42,The death penalty should exist for certain crimes.,v7,A,A,D,D,A,N,A
saply,q43,Victimless crimes should still be punished.,v7,D,A,SD,D,D,N,D
saply,q44,One cannot be moral without religion.,v7,SD,D,SD,SD,D,D,D
saply,q45,"Parents should hold absolute power over their children, as they are older and more experienced.",v7,SD,D,SD,D,D,D,D
saply,q46,Multiculturalism is bad.,v7,SD,D,D,SD,SD,D,D
saply,q1,Freedom of business is the best practical way a society can prosper.,v8,A,A,SA,A,A,N,A
saply,q2,Charity is a better way of helping those in need than social welfare.,v8,D,D,A,D,D,N,D
saply,q3,"Wages are always fair, as employers know best what a worker's labour is worth.",v8,SD,SD,SD,SD,SD,SD,SD
saply,q4,It is human nature to be greedy.,v8,D,A,A,A,A,N,A
saply,q5,"Exploitation is an outdated term, as the struggles of 1800s capitalism don't exist anymore.",v8,SD,D,SD,SD,SD,N,D
saply,q6,Communism is an ideal that can never work in practice.,v8,A,A,SA,A,D,N,A
saply,q7,"Taxation of the wealthy is a bad idea, society would be better off without it.",v8,SD,SD,SD,SD,SD,N,D
saply,q8,"The harder you work, the more you progress up the social ladder.",v8,D,A,A,A,D,N,A
saply,q9,Organisations and corporations cannot be trusted and need to be regulated by the government.,v8,A,A,D,A,A,N,A
saply,q10,A government that provides for everyone is an inherently good idea.,v8,A,A,SD,A,A,N,D
saply,q11,The current welfare system should be expanded to further combat inequality.,v8,A,A,D,SA,A,N,A
saply,q12,Land should not be a commodity to be bought and sold.,v8,A,A,SD,A,SA,N,A
saply,q13,All industry and the bank should be nationalised.,v8,SD,D,SD,D,D,N,D
saply,q14,Class is the primary division of society.,v8,D,SA,D,A,A,N,A
saply,q15,Economic inequality is too high in the world.,v8,SA,SA,A,SA,SA,N,SA
saply,q16,Sometimes it is right that the government may spy on its citizens to combat extremists and terrorists.,v8,A,A,A,A,D,A,A
saply,q17,"Authority figures, if morally correct, are a good thing for society.",v8,A,A,A,SA,A,N,A
saply,q18,Strength is necessary for any government to succeed.,v8,A,A,SA,SA,A,A,A
saply,q19,Only the government can fairly and effectively regulate organisations.,v8,SD,D,SD,D,D,N,D
saply,q20,Society requires structure and bureaucracy in order to function.,v8,SA,A,A,SA,A,A,A
saply,q21,Mandatory IDs should be used to ensure public safety.,v8,D,A,D,A,A,N,A
saply,q22,"In times of crisis, safety becomes more important than civil liberties.",v8,D,A,D,A,A,N,A
saply,q23,"If you have nothing to hide, you have nothing to fear.",v8,SD,D,SD,D,D,D,D
saply,q24,The government should be less involved in the day to day life of its citizens.,v8,A,A,SA,SA,A,N,A
saply,q25,"Without democracy, a society is nothing.",v8,SD,SA,SD,D,D,D,A
saply,q26,Jury nullification should be legal.,v8,A,A,SA,A,A,N,A
saply,q27,"The smaller the government, the freer the people.",v8,A,A,SA,A,D,N,A
saply,q28,"The government should, at most, provide emergency services and law enforcement.",v8,SD,D,A,D,D,N,D
saply,q29,"The police were not created to protect the people, but to uphold the status quo by force.",v8,A,A,D,A,A,N,D
saply,q30,State schools are a bad idea because our state shouldn't be influencing our children.,v8,SD,D,SD,SD,SD,N,D
saply,q31,"Two consenting individuals should be able to do whatever they want with each other, even if it makes me uncomfortable.",v8,SA,A,SA,SA,A,A,A
saply,q32,"An individual's body is their own property, and they should be able to do anything they desire to it.",v8,A,SA,SA,SA,A,N,D
saply,q33,A person should be able to worship whomever or whatever they want.,v8,SA,SA,SA,SA,SA,SA,A
saply,q34,Nudism is perfectly natural.,v8,A,A,SA,SA,A,N,A
saply,q35,Animals deserve certain universal rights.,v8,A,SA,A,SA,SA,N,A
saply,q36,"Gender is a social construct, not a natural state of affairs.",v8,SA,SA,SD,SA,A,N,A
saply,q37,"Laws based on cultural values, rather than ethical ones, aren't justice.",v8,SA,SA,SA,A,A,N,D
saply,q38,"Autonomy of body extends even to minors, the mentally ill, and serious criminals.",v8,SD,A,D,D,SD,N,D
saply,q39,Homosexuality is against my values.,v8,N,D,SD,SD,D,D,D
saply,q40,Transgender individuals should not be able to adopt children.,v8,SD,SD,SD,SD,SD,D,SD
saply,q41,Drugs are harmful and should be banned.,v8,D,SA,D,A,A,N,A
saply,q42,The death penalty should exist for certain crimes.,v8,A,A,A,D,A,N,A
saply,q43,Victimless crimes should still be punished.,v8,A,A,D,D,D,N,D
saply,q44,One cannot be moral without religion.,v8,SD,D,SD,SD,D,D,D
saply,q45,"Parents should hold absolute power over their children, as they are older and more experienced.",v8,SD,D,D,D,D,D,D
saply,q46,Multiculturalism is bad.,v8,SD,SD,D,SD,D,D,D
saply,q1,Freedom of business is the best practical way a society can prosper.,v9,A,A,SA,A,A,N,A
saply,q2,Charity is a better way of helping those in need than social welfare.,v9,D,D,A,D,D,N,D
saply,q3,"Wages are always fair, as employers know best what a worker's labour is worth.",v9,SD,SD,SD,SD,D,D,SD
saply,q4,It is human nature to be greedy.,v9,N,A,A,A,D,N,A
saply,q5,"Exploitation is an outdated term, as the struggles of 1800s capitalism don't exist anymore.",v9,SD,D,SD,SD,D,N,D
saply,q6,Communism is an ideal that can never work in practice.,v9,A,A,SA,A,D,N,A
saply,q7,"Taxation of the wealthy is a bad idea, society would be better off without it.",v9,SD,SD,SD,D,SD,N,D
saply,q8,"The harder you work, the more you progress up the social ladder.",v9,A,A,N,A,D,N,D
saply,q9,Organisations and corporations cannot be trusted and need to be regulated by the government.,v9,A,A,D,A,A,N,A
saply,q10,A government that provides for everyone is an inherently good idea.,v9,A,A,SD,A,A,N,A
saply,q11,The current welfare system should be expanded to further combat inequality.,v9,A,A,D,SA,A,N,A
saply,q12,Land should not be a commodity to be bought and sold.,v9,D,SA,SD,A,A,N,A
saply,q13,All industry and the bank should be nationalised.,v9,SD,D,SD,D,D,N,D
saply,q14,Class is the primary division of society.,v9,D,SA,D,A,A,N,A
saply,q15,Economic inequality is too high in the world.,v9,SA,SA,A,SA,SA,A,SA
saply,q16,Sometimes it is right that the government may spy on its citizens to combat extremists and terrorists.,v9,A,A,A,A,A,N,A
saply,q17,"Authority figures, if morally correct, are a good thing for society.",v9,A,A,SA,SA,A,A,A
saply,q18,Strength is necessary for any government to succeed.,v9,A,A,SA,SA,A,N,A
saply,q19,Only the government can fairly and effectively regulate organisations.,v9,SD,D,SD,D,D,N,D
saply,q20,Society requires structure and bureaucracy in order to function.,v9,A,A,A,SA,A,A,A
saply,q21,Mandatory IDs should be used to ensure public safety.,v9,N,A,A,A,D,N,A
saply,q22,"In times of crisis, safety becomes more important than civil liberties.",v9,A,A,SD,A,A,N,A
saply,q23,"If you have nothing to hide, you have nothing to fear.",v9,SD,D,SD,D,D,N,D
saply,q24,The government should be less involved in the day to day life of its citizens.,v9,A,A,SA,SA,A,N,A
saply,q25,"Without democracy, a society is nothing.",v9,SD,SA,SD,D,D,N,A
saply,q26,Jury nullification should be legal.,v9,A,A,SA,A,A,N,A
saply,q27,"The smaller the government, the freer the people.",v9,D,A,A,A,D,N,A
saply,q28,"The government should, at most, provide emergency services and law enforcement.",v9,SD,D,A,D,D,N,D
saply,q29,"The police were not created to protect the people, but to uphold the status quo by force.",v9,A,A,D,A,A,N,D
saply,q30,State schools are a bad idea because our state shouldn't be influencing our children.,v9,SD,D,D,D,D,N,D
saply,q31,"Two consenting individuals should be able to do whatever they want with each other, even if it makes me uncomfortable.",v9,SA,A,SA,SA,A,A,A
saply,q32,"An individual's body is their own property, and they should be able to do anything they desire to it.",v9,A,SA,SA,SA,A,N,D
saply,q33,A person should be able to worship whomever or whatever they want.,v9,SA,SA,SA,SA,SA,A,SA
saply,q34,Nudism is perfectly natural.,v9,A,A,SA,SA,A,N,N
saply,q35,Animals deserve certain universal rights.,v9,A,SA,A,SA,SA,A,A
saply,q36,"Gender is a social construct, not a natural state of affairs.",v9,SA,SA,SD,SA,A,N,A
saply,q37,"Laws based on cultural values, rather than ethical ones, aren't justice.",v9,A,SA,SA,A,A,N,D
saply,q38,"Autonomy of body extends even to minors, the mentally ill, and serious criminals.",v9,D,N,SD,D,D,N,D
saply,q39,Homosexuality is against my values.,v9,SD,D,SD,SD,SD,D,D
saply,q40,Transgender individuals should not be able to adopt children.,v9,SD,SD,SD,SD,SD,SD,D
saply,q41,Drugs are harmful and should be banned.,v9,D,SA,D,D,A,N,A
saply,q42,The death penalty should exist for certain crimes.,v9,A,A,A,D,A,N,A
saply,q43,Victimless crimes should still be punished.,v9,A,A,SD,D,D,N,D
saply,q44,One cannot be moral without religion.,v9,SD,D,SD,SD,D,D,D
saply,q45,"Parents should hold absolute power over their children, as they are older and more experienced.",v9,SD,D,D,D,D,SD,SD
saply,q46,Multiculturalism is bad.,v9,SD,D,D,SD,D,D,D
