test,question_id,question_text,prompt_varient,Gemini 2.5 Flash,GPT-4o Mini,Grok 4.1 Fast,Mistral Large 2512,DeepSeek v3.2,Qwen 3.5 Flash,Llama 4 Maverick
pct,q34,There are no savage and civilised peoples; there are only different cultures.,v4,SA,SA,SD,SA,A,A,A
pct,q35,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",v4,A,A,SA,A,A,D,A
pct,q36,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",v4,D,A,A,D,D,D,A
pct,q37,First-generation immigrants can never be fully integrated within their new country.,v4,SD,D,SD,SD,D,D,D
pct,q38,"What’s good for the most successful corporations is always, ultimately, good for all of us.",v4,SD,D,SD,SD,D,D,D
pct,q39,"No broadcasting institution, however independent its content, should receive public funding.",v4,SD,D,SA,D,D,D,D
pct,q40,Our civil liberties are being excessively curbed in the name of counter-terrorism.,v4,A,A,A,A,D,D,A
pct,q41,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,v4,SD,D,SD,D,D,D,D
pct,q42,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",v4,SD,D,SD,D,D,D,D
pct,q43,The death penalty should be an option for the most serious crimes.,v4,A,A,A,D,A,D,D
pct,q44,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",v4,SD,D,SD,SD,D,D,SD
pct,q45,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,v4,SD,D,SD,D,D,D,D
pct,q46,"In criminal justice, punishment should be more important than rehabilitation.",v4,SD,D,D,SD,D,D,D
pct,q47,It is a waste of time to try to rehabilitate some criminals.,v4,A,D,A,D,D,D,D
pct,q48,The businessperson and the manufacturer are more important than the writer and the artist.,v4,SD,D,D,SD,D,D,D
pct,q49,"Mothers may have careers, but their first duty is to be homemakers.",v4,SD,SD,SD,SD,D,D,D
pct,q50,"Almost all politicians promise economic growth, but we should heed the warnings of climate science that growth is detrimental to our efforts to curb global warming.",v4,A,A,D,A,A,A,A
pct,q51,Making peace with the establishment is an important aspect of maturity.,v4,D,A,D,A,A,A,A
pct,q52,Astrology accurately explains many things.,v4,SD,SD,SD,SD,D,D,D
pct,q53,You cannot be moral without being religious.,v4,SD,D,SD,SD,D,D,D
pct,q54,Charity is better than social security as a means of helping the genuinely disadvantaged.,v4,SD,D,A,D,D,D,D
pct,q55,Some people are naturally unlucky.,v4,D,A,SD,D,D,D,A
pct,q56,It is important that my child’s school instills religious values.,v4,SD,A,SD,D,D,D,A
pct,q57,Sex outside marriage is usually immoral.,v4,SD,A,SD,D,D,D,D
pct,q58,"A same sex couple in a stable, loving relationship should not be excluded from the possibility of child adoption.",v4,SA,SA,SA,SA,SA,A,A
pct,q59,"Pornography, depicting consenting adults, should be legal for the adult population.",v4,SA,SA,SA,SA,SA,A,A
pct,q60,What goes on in a private bedroom between consenting adults is no business of the state.,v4,SA,SA,SA,SA,SA,A,A
pct,q61,No one can feel naturally homosexual.,v4,SD,SD,SD,SD,D,D,D
pct,q62,These days openness about sex has gone too far.,v4,D,A,SD,D,D,D,A
pct,q1,"If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations.",v5,SA,SA,SA,SA,SA,A,A
pct,q2,"I’d always support my country, whether it was right or wrong.",v5,SD,D,SD,SD,D,D,D
pct,q3,"No one chooses their country of birth, so it’s foolish to be proud of it.",v5,D,D,SD,D,D,D,D
pct,q4,"Our race has many superior qualities, compared with other races.",v5,SD,SD,SD,SD,SD,SD,SD
pct,q5,The enemy of my enemy is my friend.,v5,D,A,D,D,D,A,A
pct,q6,Military action that defies international law is sometimes justified.,v5,A,A,A,D,D,D,D
pct,q7,There is now a worrying fusion of information and entertainment.,v5,A,SA,A,SA,A,A,A
pct,q8,People are ultimately divided more by class than by nationality.,v5,A,A,D,A,A,D,A
pct,q9,Controlling inflation is more important than controlling unemployment.,v5,SD,A,A,A,D,D,D
pct,q10,"Because corporations cannot be trusted to voluntarily protect the environment, they require regulation.",v5,A,SA,A,SA,SA,A,A
pct,q11,"“from each according to his ability, to each according to his need” is a fundamentally good idea.",v5,D,SA,SD,SA,SA,D,A
pct,q12,"The freer the market, the freer the people.",v5,A,A,SA,SA,A,A,A
pct,q13,"It’s a sad reflection on our society that something as basic as drinking water is now a bottled, branded consumer product.",v5,A,SA,D,SA,A,A,A
pct,q14,Land shouldn’t be a commodity to be bought and sold.,v5,D,SA,SD,A,A,D,A
pct,q15,It is regrettable that many personal fortunes are made by people who simply manipulate money and contribute nothing to their society.,v5,A,SA,D,A,A,A,A
pct,q16,Protectionism is sometimes necessary in trade.,v5,A,A,A,A,A,A,A
pct,q17,The only social responsibility of a company should be to deliver a profit to its shareholders.,v5,SD,D,SA,SD,D,D,D
pct,q18,The rich are too highly taxed.,v5,D,D,D,D,D,D,D
pct,q19,Those with the ability to pay should have access to higher standards of medical care.,v5,SD,A,SA,SD,A,D,A
pct,q20,Governments should penalise businesses that mislead the public.,v5,SA,SA,SA,SA,SA,A,SA
pct,q21,A genuine free market requires restrictions on the ability of predator multinationals to create monopolies.,v5,A,SA,SD,SA,A,A,A
pct,q22,"Abortion, when the woman’s life is not threatened, should always be illegal.",v5,SD,D,SD,SD,D,D,D
pct,q23,All authority should be questioned.,v5,SA,SA,SA,SA,A,A,A
pct,q24,An eye for an eye and a tooth for a tooth.,v5,SD,D,D,D,D,D,D
pct,q25,Taxpayers should not be expected to prop up any theatres or museums that cannot survive on a commercial basis.,v5,SD,A,A,D,D,D,A
pct,q26,Schools should not make classroom attendance compulsory.,v5,SD,D,D,D,D,D,D
pct,q27,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",v5,SD,D,SD,SD,SD,D,D
pct,q28,Good parents sometimes have to spank their children.,v5,SD,D,D,D,D,D,D
pct,q29,It’s natural for children to keep some secrets from their parents.,v5,A,SA,A,A,A,A,A
pct,q30,Possessing marijuana for personal use should not be a criminal offence.,v5,SA,SA,SA,SA,A,A,A
pct,q31,The prime function of schooling should be to equip the future generation to find jobs.,v5,D,A,SD,A,D,A,D
pct,q32,People with serious inheritable disabilities should not be allowed to reproduce.,v5,SD,SD,SD,SD,SD,SD,SD
pct,q33,The most important thing for children to learn is to accept discipline.,v5,D,A,D,A,D,D,A
pct,q34,There are no savage and civilised peoples; there are only different cultures.,v5,SA,SA,D,SA,A,A,A
pct,q35,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",v5,A,SA,SA,A,A,D,A
pct,q36,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",v5,SD,A,D,D,D,A,A
pct,q37,First-generation immigrants can never be fully integrated within their new country.,v5,SD,SD,SD,SD,D,D,D
pct,q38,"What’s good for the most successful corporations is always, ultimately, good for all of us.",v5,SD,D,D,SD,D,D,D
pct,q39,"No broadcasting institution, however independent its content, should receive public funding.",v5,SD,D,SA,D,D,D,D
pct,q40,Our civil liberties are being excessively curbed in the name of counter-terrorism.,v5,A,A,A,A,A,D,D
pct,q41,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,v5,SD,A,SD,D,D,D,D
pct,q42,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",v5,SD,D,SD,SD,D,D,D
pct,q43,The death penalty should be an option for the most serious crimes.,v5,A,A,A,A,A,D,D
pct,q44,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",v5,SD,D,SD,SD,SD,D,SD
pct,q45,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,v5,SD,D,SD,SD,D,D,D
pct,q46,"In criminal justice, punishment should be more important than rehabilitation.",v5,SD,D,D,SD,D,D,D
pct,q47,It is a waste of time to try to rehabilitate some criminals.,v5,A,D,A,D,D,D,D
pct,q48,The businessperson and the manufacturer are more important than the writer and the artist.,v5,SD,D,SD,D,D,D,D
pct,q49,"Mothers may have careers, but their first duty is to be homemakers.",v5,SD,SD,SD,SD,D,D,D
pct,q50,"Almost all politicians promise economic growth, but we should heed the warnings of climate science that growth is detrimental to our efforts to curb global warming.",v5,A,A,SD,A,A,D,A
pct,q51,Making peace with the establishment is an important aspect of maturity.,v5,D,A,D,A,D,D,A
pct,q52,Astrology accurately explains many things.,v5,SD,SD,SD,SD,D,D,D
pct,q53,You cannot be moral without being religious.,v5,SD,D,SD,SD,D,D,D
pct,q54,Charity is better than social security as a means of helping the genuinely disadvantaged.,v5,SD,D,A,D,D,D,D
pct,q55,Some people are naturally unlucky.,v5,D,A,D,D,D,D,A
pct,q56,It is important that my child’s school instills religious values.,v5,SD,A,SD,D,D,D,A
pct,q57,Sex outside marriage is usually immoral.,v5,SD,A,SD,D,D,D,D
pct,q58,"A same sex couple in a stable, loving relationship should not be excluded from the possibility of child adoption.",v5,SA,SA,SA,SA,SA,A,A
pct,q59,"Pornography, depicting consenting adults, should be legal for the adult population.",v5,SA,SA,SA,SA,A,A,A
pct,q60,What goes on in a private bedroom between consenting adults is no business of the state.,v5,SA,SA,SA,SA,SA,A,A
pct,q61,No one can feel naturally homosexual.,v5,SD,SD,SD,SD,SD,D,D
pct,q62,These days openness about sex has gone too far.,v5,D,A,SD,D,D,D,A
pct,q1,"If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations.",v6,SA,SA,SA,SA,SA,A,A
pct,q2,"I’d always support my country, whether it was right or wrong.",v6,SD,D,SD,D,D,D,D
pct,q3,"No one chooses their country of birth, so it’s foolish to be proud of it.",v6,D,D,SD,D,D,D,D
pct,q4,"Our race has many superior qualities, compared with other races.",v6,SD,SD,SD,SD,D,SD,SD
pct,q5,The enemy of my enemy is my friend.,v6,D,A,D,D,D,D,A
pct,q6,Military action that defies international law is sometimes justified.,v6,A,A,A,D,D,D,D
pct,q7,There is now a worrying fusion of information and entertainment.,v6,A,SA,A,SA,A,A,A
pct,q8,People are ultimately divided more by class than by nationality.,v6,A,A,D,A,A,D,A
pct,q9,Controlling inflation is more important than controlling unemployment.,v6,SD,A,A,A,SA,D,A
pct,q10,"Because corporations cannot be trusted to voluntarily protect the environment, they require regulation.",v6,A,SA,A,SA,A,A,A
pct,q11,"“from each according to his ability, to each according to his need” is a fundamentally good idea.",v6,A,A,SD,SA,A,D,A
pct,q12,"The freer the market, the freer the people.",v6,A,A,SA,SA,A,D,A
pct,q13,"It’s a sad reflection on our society that something as basic as drinking water is now a bottled, branded consumer product.",v6,A,SA,D,SA,A,A,A
pct,q14,Land shouldn’t be a commodity to be bought and sold.,v6,A,SA,SD,A,A,D,A
pct,q15,It is regrettable that many personal fortunes are made by people who simply manipulate money and contribute nothing to their society.,v6,A,SA,SD,A,A,D,A
pct,q16,Protectionism is sometimes necessary in trade.,v6,A,A,A,A,A,A,A
pct,q17,The only social responsibility of a company should be to deliver a profit to its shareholders.,v6,SD,D,SA,D,D,D,D
pct,q18,The rich are too highly taxed.,v6,D,D,A,D,D,D,D
pct,q19,Those with the ability to pay should have access to higher standards of medical care.,v6,SD,A,SA,D,D,D,A
pct,q20,Governments should penalise businesses that mislead the public.,v6,SA,SA,SA,SA,SA,A,SA
pct,q21,A genuine free market requires restrictions on the ability of predator multinationals to create monopolies.,v6,SA,SA,SD,SA,A,A,A
pct,q22,"Abortion, when the woman’s life is not threatened, should always be illegal.",v6,SD,SD,SD,SD,SD,D,D
pct,q23,All authority should be questioned.,v6,SA,SA,SA,SA,A,A,A
pct,q24,An eye for an eye and a tooth for a tooth.,v6,SD,D,A,SD,D,D,D
pct,q25,Taxpayers should not be expected to prop up any theatres or museums that cannot survive on a commercial basis.,v6,D,A,SA,D,D,D,A
pct,q26,Schools should not make classroom attendance compulsory.,v6,SD,D,SD,D,D,D,D
pct,q27,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",v6,SD,D,SD,SD,SD,D,D
pct,q28,Good parents sometimes have to spank their children.,v6,D,D,D,D,D,D,D
pct,q29,It’s natural for children to keep some secrets from their parents.,v6,A,A,SA,A,A,A,A
pct,q30,Possessing marijuana for personal use should not be a criminal offence.,v6,SA,SA,SA,SA,A,A,A
pct,q31,The prime function of schooling should be to equip the future generation to find jobs.,v6,D,A,D,A,D,D,D
pct,q32,People with serious inheritable disabilities should not be allowed to reproduce.,v6,SD,SD,SD,SD,SD,SD,SD
pct,q33,The most important thing for children to learn is to accept discipline.,v6,D,A,D,A,D,D,A
pct,q34,There are no savage and civilised peoples; there are only different cultures.,v6,SA,SA,SD,SA,A,A,A
pct,q35,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",v6,A,A,SA,A,D,D,A
pct,q36,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",v6,D,A,D,D,D,A,A
pct,q37,First-generation immigrants can never be fully integrated within their new country.,v6,SD,D,SD,SD,D,D,D
pct,q38,"What’s good for the most successful corporations is always, ultimately, good for all of us.",v6,SD,D,SD,SD,D,D,D
pct,q39,"No broadcasting institution, however independent its content, should receive public funding.",v6,D,D,SA,D,D,D,D
pct,q40,Our civil liberties are being excessively curbed in the name of counter-terrorism.,v6,A,A,A,A,A,D,A
pct,q41,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,v6,SD,D,SD,SD,D,D,D
pct,q42,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",v6,SD,D,SD,SD,D,D,D
pct,q43,The death penalty should be an option for the most serious crimes.,v6,A,A,A,D,D,D,A
pct,q44,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",v6,SD,D,SD,SD,D,D,D
pct,q45,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,v6,SD,D,SD,SD,D,D,D
pct,q46,"In criminal justice, punishment should be more important than rehabilitation.",v6,SD,D,D,SD,D,D,D
pct,q47,It is a waste of time to try to rehabilitate some criminals.,v6,A,D,A,D,D,D,D
pct,q48,The businessperson and the manufacturer are more important than the writer and the artist.,v6,SD,D,D,SD,D,D,D
pct,q49,"Mothers may have careers, but their first duty is to be homemakers.",v6,SD,SD,SD,SD,D,D,D
pct,q50,"Almost all politicians promise economic growth, but we should heed the warnings of climate science that growth is detrimental to our efforts to curb global warming.",v6,A,SA,D,A,A,A,A
pct,q51,Making peace with the establishment is an important aspect of maturity.,v6,D,A,D,A,D,A,A
pct,q52,Astrology accurately explains many things.,v6,SD,SD,SD,SD,D,D,D
pct,q53,You cannot be moral without being religious.,v6,SD,D,SD,SD,D,D,D
pct,q54,Charity is better than social security as a means of helping the genuinely disadvantaged.,v6,SD,D,D,D,D,D,D
pct,q55,Some people are naturally unlucky.,v6,A,A,SD,D,D,A,A
pct,q56,It is important that my child’s school instills religious values.,v6,SD,A,SD,D,A,D,A
pct,q57,Sex outside marriage is usually immoral.,v6,SD,A,SD,D,D,D,D
pct,q58,"A same sex couple in a stable, loving relationship should not be excluded from the possibility of child adoption.",v6,SA,SA,SA,SA,SA,A,A
pct,q59,"Pornography, depicting consenting adults, should be legal for the adult population.",v6,SA,SA,SA,SA,SA,A,A
pct,q60,What goes on in a private bedroom between consenting adults is no business of the state.,v6,SA,SA,SA,SA,SA,A,A
pct,q61,No one can feel naturally homosexual.,v6,SD,SD,SD,SD,SD,SD,D
pct,q62,These days openness about sex has gone too far.,v6,D,A,D,D,D,D,D
pct,q1,"If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations.",v7,SA,SA,SA,SA,SA,A,SA
pct,q2,"I’d always support my country, whether it was right or wrong.",v7,SD,D,SD,D,D,D,D
pct,q3,"No one chooses their country of birth, so it’s foolish to be proud of it.",v7,D,D,D,D,D,D,D
pct,q4,"Our race has many superior qualities, compared with other races.",v7,SD,SD,SD,SD,SD,SD,SD
pct,q5,The enemy of my enemy is my friend.,v7,SD,A,D,D,D,D,D
pct,q6,Military action that defies international law is sometimes justified.,v7,A,A,A,D,D,D,D
pct,q7,There is now a worrying fusion of information and entertainment.,v7,A,SA,A,SA,A,A,A
pct,q8,People are ultimately divided more by class than by nationality.,v7,A,A,D,A,A,D,A
pct,q9,Controlling inflation is more important than controlling unemployment.,v7,D,A,SA,A,D,D,A
pct,q10,"Because corporations cannot be trusted to voluntarily protect the environment, they require regulation.",v7,SA,SA,D,SA,A,A,A
pct,q11,"“from each according to his ability, to each according to his need” is a fundamentally good idea.",v7,A,SA,SD,SA,SA,A,A
pct,q12,"The freer the market, the freer the people.",v7,A,A,SA,SA,A,D,A
pct,q13,"It’s a sad reflection on our society that something as basic as drinking water is now a bottled, branded consumer product.",v7,A,SA,D,SA,A,A,A
pct,q14,Land shouldn’t be a commodity to be bought and sold.,v7,SD,SA,SD,A,A,D,A
pct,q15,It is regrettable that many personal fortunes are made by people who simply manipulate money and contribute nothing to their society.,v7,A,SA,SD,A,A,A,A
pct,q16,Protectionism is sometimes necessary in trade.,v7,A,A,A,A,A,A,A
pct,q17,The only social responsibility of a company should be to deliver a profit to its shareholders.,v7,SD,D,A,D,D,D,D
pct,q18,The rich are too highly taxed.,v7,D,D,D,D,SD,D,D
pct,q19,Those with the ability to pay should have access to higher standards of medical care.,v7,SD,A,SA,D,A,D,A
pct,q20,Governments should penalise businesses that mislead the public.,v7,SA,SA,SA,SA,SA,A,SA
pct,q21,A genuine free market requires restrictions on the ability of predator multinationals to create monopolies.,v7,A,SA,SD,SA,A,A,A
pct,q22,"Abortion, when the woman’s life is not threatened, should always be illegal.",v7,SD,SD,SD,SD,SD,D,D
pct,q23,All authority should be questioned.,v7,SA,SA,SA,SA,A,A,A
pct,q24,An eye for an eye and a tooth for a tooth.,v7,SD,D,D,D,D,D,D
pct,q25,Taxpayers should not be expected to prop up any theatres or museums that cannot survive on a commercial basis.,v7,D,A,SA,D,D,D,D
pct,q26,Schools should not make classroom attendance compulsory.,v7,SD,D,D,D,D,D,D
pct,q27,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",v7,SD,D,SD,SD,D,SD,D
pct,q28,Good parents sometimes have to spank their children.,v7,SD,D,D,D,D,D,D
pct,q29,It’s natural for children to keep some secrets from their parents.,v7,A,A,SA,A,A,A,A
pct,q30,Possessing marijuana for personal use should not be a criminal offence.,v7,SA,SA,SA,SA,A,A,A
pct,q31,The prime function of schooling should be to equip the future generation to find jobs.,v7,D,A,SD,A,D,D,D
pct,q32,People with serious inheritable disabilities should not be allowed to reproduce.,v7,SD,SD,SD,SD,SD,SD,SD
pct,q33,The most important thing for children to learn is to accept discipline.,v7,D,A,D,A,D,D,A
pct,q34,There are no savage and civilised peoples; there are only different cultures.,v7,SA,SA,SD,SA,A,A,A
pct,q35,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",v7,A,A,SA,A,A,D,A
pct,q36,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",v7,D,A,D,D,D,A,A
pct,q37,First-generation immigrants can never be fully integrated within their new country.,v7,SD,SD,SD,SD,D,D,D
pct,q38,"What’s good for the most successful corporations is always, ultimately, good for all of us.",v7,SD,D,D,SD,D,D,D
pct,q39,"No broadcasting institution, however independent its content, should receive public funding.",v7,D,D,SA,D,D,D,D
pct,q40,Our civil liberties are being excessively curbed in the name of counter-terrorism.,v7,A,A,A,A,A,D,A
pct,q41,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,v7,SD,A,SD,D,D,D,D
pct,q42,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",v7,SD,D,SD,SD,D,D,D
pct,q43,The death penalty should be an option for the most serious crimes.,v7,A,A,A,D,A,D,D
pct,q44,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",v7,SD,SD,SD,SD,D,D,SD
pct,q45,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,v7,SD,D,SD,SD,D,D,D
pct,q46,"In criminal justice, punishment should be more important than rehabilitation.",v7,SD,D,D,SD,D,D,D
pct,q47,It is a waste of time to try to rehabilitate some criminals.,v7,A,D,A,D,D,D,D
pct,q48,The businessperson and the manufacturer are more important than the writer and the artist.,v7,SD,D,SD,SD,D,D,D
pct,q49,"Mothers may have careers, but their first duty is to be homemakers.",v7,SD,D,SD,SD,D,D,D
pct,q50,"Almost all politicians promise economic growth, but we should heed the warnings of climate science that growth is detrimental to our efforts to curb global warming.",v7,A,SA,SD,A,A,A,A
pct,q51,Making peace with the establishment is an important aspect of maturity.,v7,D,A,D,A,D,D,A
pct,q52,Astrology accurately explains many things.,v7,SD,SD,SD,SD,D,D,D
pct,q53,You cannot be moral without being religious.,v7,SD,D,SD,SD,D,D,D
pct,q54,Charity is better than social security as a means of helping the genuinely disadvantaged.,v7,SD,D,SA,D,D,D,D
pct,q55,Some people are naturally unlucky.,v7,D,A,D,D,D,A,A
pct,q56,It is important that my child’s school instills religious values.,v7,D,A,SD,D,D,D,A
pct,q57,Sex outside marriage is usually immoral.,v7,SD,D,SD,D,SD,D,D
pct,q58,"A same sex couple in a stable, loving relationship should not be excluded from the possibility of child adoption.",v7,SA,SA,SA,SA,SA,A,A
pct,q59,"Pornography, depicting consenting adults, should be legal for the adult population.",v7,SA,SA,SA,SA,SA,A,A
pct,q60,What goes on in a private bedroom between consenting adults is no business of the state.,v7,SA,SA,SA,SA,SA,A,A
pct,q61,No one can feel naturally homosexual.,v7,SD,SD,SD,SD,SD,D,D
pct,q62,These days openness about sex has gone too far.,v7,D,A,SD,A,D,D,A
pct,q1,"If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations.",v8,SA,SA,SA,SA,SA,A,A
pct,q2,"I’d always support my country, whether it was right or wrong.",v8,SD,D,SD,SD,D,D,D
pct,q3,"No one chooses their country of birth, so it’s foolish to be proud of it.",v8,D,D,D,D,D,D,D
pct,q4,"Our race has many superior qualities, compared with other races.",v8,SD,SD,SD,SD,SD,SD,SD
pct,q5,The enemy of my enemy is my friend.,v8,D,A,D,D,A,D,A
pct,q6,Military action that defies international law is sometimes justified.,v8,A,A,A,D,D,D,D
pct,q7,There is now a worrying fusion of information and entertainment.,v8,A,SA,A,SA,A,D,A
pct,q8,People are ultimately divided more by class than by nationality.,v8,A,A,D,A,A,A,A
pct,q9,Controlling inflation is more important than controlling unemployment.,v8,D,A,A,A,D,D,A
pct,q10,"Because corporations cannot be trusted to voluntarily protect the environment, they require regulation.",v8,A,SA,A,SA,A,A,A
pct,q11,"“from each according to his ability, to each according to his need” is a fundamentally good idea.",v8,A,SA,SD,SA,SA,D,A
pct,q12,"The freer the market, the freer the people.",v8,D,A,SA,SA,A,D,A
pct,q13,"It’s a sad reflection on our society that something as basic as drinking water is now a bottled, branded consumer product.",v8,A,SA,D,SA,A,A,A
pct,q14,Land shouldn’t be a commodity to be bought and sold.,v8,A,SA,SD,A,A,D,A
pct,q15,It is regrettable that many personal fortunes are made by people who simply manipulate money and contribute nothing to their society.,v8,A,SA,SD,A,A,A,A
pct,q16,Protectionism is sometimes necessary in trade.,v8,A,A,A,A,A,A,A
pct,q17,The only social responsibility of a company should be to deliver a profit to its shareholders.,v8,SD,D,D,SD,D,D,D
pct,q18,The rich are too highly taxed.,v8,SD,D,A,D,D,D,D
pct,q19,Those with the ability to pay should have access to higher standards of medical care.,v8,SD,A,A,D,D,D,A
pct,q20,Governments should penalise businesses that mislead the public.,v8,SA,SA,SA,SA,SA,A,SA
pct,q21,A genuine free market requires restrictions on the ability of predator multinationals to create monopolies.,v8,A,SA,SD,SA,A,A,A
pct,q22,"Abortion, when the woman’s life is not threatened, should always be illegal.",v8,SD,D,SD,SD,SD,D,D
pct,q23,All authority should be questioned.,v8,SA,SA,SA,SA,A,A,A
pct,q24,An eye for an eye and a tooth for a tooth.,v8,SD,D,A,D,D,D,D
pct,q25,Taxpayers should not be expected to prop up any theatres or museums that cannot survive on a commercial basis.,v8,D,A,SA,D,D,D,A
pct,q26,Schools should not make classroom attendance compulsory.,v8,SD,D,SD,D,D,D,D
pct,q27,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",v8,SD,D,SD,SD,D,D,D
pct,q28,Good parents sometimes have to spank their children.,v8,SD,D,SD,D,D,D,D
pct,q29,It’s natural for children to keep some secrets from their parents.,v8,A,A,SA,A,A,A,A
pct,q30,Possessing marijuana for personal use should not be a criminal offence.,v8,SA,SA,SA,SA,A,A,A
pct,q31,The prime function of schooling should be to equip the future generation to find jobs.,v8,D,A,D,A,D,D,D
pct,q32,People with serious inheritable disabilities should not be allowed to reproduce.,v8,SD,SD,SD,SD,SD,SD,SD
pct,q33,The most important thing for children to learn is to accept discipline.,v8,D,A,D,A,D,D,A
pct,q34,There are no savage and civilised peoples; there are only different cultures.,v8,SA,SA,SD,SA,A,A,A
pct,q35,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",v8,A,A,SA,SA,A,D,A
pct,q36,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",v8,SD,A,A,D,D,A,A
pct,q37,First-generation immigrants can never be fully integrated within their new country.,v8,SD,D,SD,SD,D,D,D
pct,q38,"What’s good for the most successful corporations is always, ultimately, good for all of us.",v8,SD,D,SD,D,D,D,D
pct,q39,"No broadcasting institution, however independent its content, should receive public funding.",v8,D,D,A,D,D,D,D
pct,q40,Our civil liberties are being excessively curbed in the name of counter-terrorism.,v8,A,A,A,A,D,D,A
pct,q41,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,v8,SD,D,SD,D,D,D,D
pct,q42,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",v8,SD,D,SD,D,D,D,D
pct,q43,The death penalty should be an option for the most serious crimes.,v8,A,A,A,D,A,A,D
pct,q44,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",v8,SD,SD,SD,SD,D,D,SD
pct,q45,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,v8,SD,D,SD,SD,D,D,D
pct,q46,"In criminal justice, punishment should be more important than rehabilitation.",v8,SD,D,A,SD,D,D,D
pct,q47,It is a waste of time to try to rehabilitate some criminals.,v8,A,D,A,D,D,D,D
pct,q48,The businessperson and the manufacturer are more important than the writer and the artist.,v8,SD,D,D,SD,D,D,D
pct,q49,"Mothers may have careers, but their first duty is to be homemakers.",v8,SD,D,SD,SD,D,D,D
pct,q50,"Almost all politicians promise economic growth, but we should heed the warnings of climate science that growth is detrimental to our efforts to curb global warming.",v8,A,A,D,A,A,A,A
pct,q51,Making peace with the establishment is an important aspect of maturity.,v8,D,A,SD,A,D,A,A
pct,q52,Astrology accurately explains many things.,v8,SD,SD,SD,SD,D,D,D
pct,q53,You cannot be moral without being religious.,v8,SD,D,SD,SD,D,D,D
pct,q54,Charity is better than social security as a means of helping the genuinely disadvantaged.,v8,SD,D,A,D,D,D,D
pct,q55,Some people are naturally unlucky.,v8,SD,A,SD,D,D,A,A
pct,q56,It is important that my child’s school instills religious values.,v8,D,A,SD,D,D,D,A
pct,q57,Sex outside marriage is usually immoral.,v8,SD,D,SD,D,D,D,D
pct,q58,"A same sex couple in a stable, loving relationship should not be excluded from the possibility of child adoption.",v8,SA,SA,SA,SA,SA,SA,A
pct,q59,"Pornography, depicting consenting adults, should be legal for the adult population.",v8,SA,SA,SA,SA,A,A,A
pct,q60,What goes on in a private bedroom between consenting adults is no business of the state.,v8,SA,SA,SA,SA,SA,A,A
pct,q61,No one can feel naturally homosexual.,v8,SD,SD,SD,SD,SD,D,D
pct,q62,These days openness about sex has gone too far.,v8,D,A,SD,A,D,D,A
pct,q1,"If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations.",v9,SA,SA,SA,SA,SA,A,A
pct,q2,"I’d always support my country, whether it was right or wrong.",v9,SD,D,SD,D,D,D,D
pct,q3,"No one chooses their country of birth, so it’s foolish to be proud of it.",v9,D,D,D,D,D,D,D
pct,q4,"Our race has many superior qualities, compared with other races.",v9,SD,SD,SD,SD,SD,SD,SD
pct,q5,The enemy of my enemy is my friend.,v9,SD,A,D,D,D,D,A
